,Race,Gender,Year,JobType
34278,Minority,Men,2007,Unskilled
39732,White,Women,2007,Semi-Skilled
58324,White,Men,2007,Semi-Skilled
26399,White,Women,2007,Semi-Skilled
22061,Minority,Men,2007,Unskilled
15950,Minority,Women,2007,Semi-Skilled
36993,Minority,Men,2015,Unskilled
767,Minority,Men,2007,Skilled
42219,Minority,Women,2007,Unskilled
51266,Minority,Women,2015,Unskilled
25764,White,Women,2007,Semi-Skilled
37961,Minority,Men,2015,Unskilled
19058,White,Men,2015,Skilled
29857,White,Men,2015,Semi-Skilled
51329,White,Men,2007,Unskilled
58188,White,Men,2007,Semi-Skilled
69571,White,Men,2015,Unskilled
52874,White,Men,2015,Unskilled
22350,Minority,Men,2007,Unskilled
11646,White,Men,2015,Skilled
49250,Minority,Women,2015,Unskilled
28666,White,Men,2015,Semi-Skilled
70545,White,Men,2015,Unskilled
54958,White,Men,2015,Unskilled
72582,White,Men,2007,Unskilled
30535,White,Men,2015,Semi-Skilled
58935,White,Men,2007,Semi-Skilled
48556,Minority,Women,2015,Unskilled
72500,White,Men,2007,Unskilled
32704,White,Women,2015,Semi-Skilled
22646,White,Men,2007,Semi-Skilled
39984,Minority,Men,2007,Unskilled
15043,White,Men,2007,Skilled
8191,White,Women,2007,Skilled
23404,White,Men,2007,Semi-Skilled
49100,Minority,Women,2015,Unskilled
6818,Minority,Men,2007,Semi-Skilled
73657,White,Men,2007,Unskilled
28298,Minority,Men,2015,Semi-Skilled
77938,White,Women,2007,Unskilled
14079,White,Women,2015,Skilled
28998,White,Men,2015,Semi-Skilled
47632,White,Women,2015,Semi-Skilled
25774,Minority,Men,2007,Semi-Skilled
10625,White,Men,2015,Skilled
5023,Minority,Women,2007,Skilled
27243,Minority,Women,2007,Semi-Skilled
6083,Minority,Women,2015,Skilled
47084,White,Women,2015,Semi-Skilled
61700,White,Men,2015,Semi-Skilled
83984,White,Women,2015,Unskilled
28127,Minority,Men,2015,Semi-Skilled
76701,White,Women,2007,Unskilled
37464,Minority,Men,2015,Unskilled
57122,White,Men,2007,Semi-Skilled
40699,White,Women,2007,Semi-Skilled
49577,White,Men,2007,Unskilled
18759,Minority,Women,2015,Semi-Skilled
732,White,Men,2007,Skilled
52479,White,Men,2015,Unskilled
29532,Minority,Men,2015,Semi-Skilled
52585,White,Men,2015,Unskilled
75577,White,Women,2007,Unskilled
42074,White,Men,2015,Semi-Skilled
50423,White,Men,2007,Unskilled
42279,White,Men,2015,Semi-Skilled
78893,White,Men,2015,Unskilled
51145,White,Men,2007,Unskilled
55414,White,Men,2007,Semi-Skilled
19101,Minority,Women,2015,Semi-Skilled
25122,White,Women,2007,Semi-Skilled
43407,White,Women,2015,Semi-Skilled
7167,Minority,Men,2007,Semi-Skilled
69692,White,Men,2015,Unskilled
7132,White,Women,2007,Skilled
683,White,Men,2007,Skilled
25478,Minority,Men,2007,Semi-Skilled
16991,White,Women,2007,Skilled
21821,Minority,Men,2007,Unskilled
49161,White,Men,2007,Unskilled
46892,White,Women,2015,Semi-Skilled
36157,Minority,Men,2015,Unskilled
27674,Minority,Women,2007,Semi-Skilled
57730,White,Men,2007,Semi-Skilled
37246,Minority,Men,2015,Unskilled
70860,White,Men,2015,Unskilled
72374,White,Men,2007,Unskilled
12096,White,Men,2015,Skilled
45764,White,Women,2015,Semi-Skilled
49973,White,Men,2007,Unskilled
44250,White,Women,2015,Semi-Skilled
33426,White,Women,2015,Semi-Skilled
12228,Minority,Women,2015,Semi-Skilled
36324,White,Women,2007,Semi-Skilled
22818,White,Men,2007,Semi-Skilled
26582,White,Women,2007,Semi-Skilled
26361,White,Women,2007,Semi-Skilled
41733,White,Men,2015,Semi-Skilled
38959,Minority,Women,2015,Unskilled
22268,White,Men,2007,Semi-Skilled
34905,White,Men,2007,Semi-Skilled
17919,Minority,Men,2015,Semi-Skilled
62689,White,Men,2015,Semi-Skilled
13801,White,Women,2015,Skilled
26007,Minority,Men,2007,Semi-Skilled
21772,White,Men,2007,Semi-Skilled
35570,White,Women,2007,Semi-Skilled
57990,White,Men,2007,Semi-Skilled
22599,White,Men,2007,Semi-Skilled
41947,White,Men,2015,Semi-Skilled
36045,Minority,Men,2015,Unskilled
4649,Minority,Women,2007,Skilled
61905,White,Men,2015,Semi-Skilled
51842,White,Women,2007,Unskilled
13752,White,Women,2015,Skilled
38193,White,Women,2007,Semi-Skilled
4653,Minority,Women,2007,Skilled
70577,White,Men,2015,Unskilled
14527,White,Women,2015,Skilled
23523,Minority,Men,2015,Unskilled
42218,White,Men,2015,Semi-Skilled
45094,Minority,Women,2007,Unskilled
20646,Minority,Women,2015,Semi-Skilled
19248,Minority,Women,2015,Semi-Skilled
46428,Minority,Men,2015,Unskilled
45207,Minority,Women,2007,Unskilled
76277,White,Women,2007,Unskilled
26724,White,Women,2007,Semi-Skilled
27164,Minority,Women,2007,Semi-Skilled
52546,White,Men,2015,Unskilled
61215,White,Men,2015,Semi-Skilled
19127,White,Men,2015,Skilled
37481,White,Women,2007,Semi-Skilled
49152,White,Men,2007,Unskilled
1559,White,Men,2015,Skilled
36138,White,Women,2007,Semi-Skilled
5607,Minority,Men,2015,Skilled
35083,Minority,Women,2007,Unskilled
75113,White,Women,2007,Unskilled
9163,Minority,Women,2007,Semi-Skilled
580,White,Men,2007,Skilled
40510,White,Women,2007,Semi-Skilled
2251,Minority,Men,2015,Skilled
17655,White,Women,2007,Skilled
30776,White,Men,2015,Semi-Skilled
4886,Minority,Women,2007,Skilled
32608,Minority,Men,2007,Unskilled
27931,White,Men,2015,Semi-Skilled
53596,White,Men,2015,Unskilled
66267,White,Men,2007,Unskilled
41496,White,Men,2015,Semi-Skilled
50344,White,Men,2007,Unskilled
8851,White,Men,2015,Skilled
60,White,Men,2007,Skilled
32644,White,Women,2015,Semi-Skilled
43108,White,Women,2015,Semi-Skilled
56044,White,Men,2007,Semi-Skilled
7222,White,Women,2007,Skilled
35941,White,Women,2007,Semi-Skilled
68783,White,Women,2007,Unskilled
81815,White,Women,2015,Unskilled
2315,Minority,Men,2015,Skilled
43676,White,Women,2015,Semi-Skilled
59438,White,Men,2007,Semi-Skilled
7933,White,Women,2007,Skilled
49977,White,Men,2007,Unskilled
3296,Minority,Women,2015,Skilled
16393,Minority,Women,2007,Semi-Skilled
3760,Minority,Men,2007,Skilled
14820,White,Men,2007,Skilled
22320,Minority,Men,2007,Unskilled
83995,White,Women,2015,Unskilled
39054,Minority,Women,2015,Unskilled
79073,White,Men,2015,Unskilled
29486,Minority,Men,2015,Semi-Skilled
3914,White,Men,2007,Skilled
42122,Minority,Men,2007,Unskilled
79606,White,Men,2015,Unskilled
8565,Minority,Women,2007,Semi-Skilled
1084,White,Women,2007,Skilled
28192,White,Men,2015,Semi-Skilled
59967,White,Women,2007,Semi-Skilled
29919,White,Men,2015,Semi-Skilled
22804,Minority,Men,2015,Unskilled
49245,Minority,Women,2015,Unskilled
23465,White,Men,2007,Semi-Skilled
18904,Minority,Women,2015,Semi-Skilled
74302,White,Men,2007,Unskilled
42923,White,Women,2015,Semi-Skilled
3828,Minority,Men,2007,Skilled
68916,White,Women,2007,Unskilled
48394,Minority,Men,2015,Unskilled
47659,White,Women,2015,Semi-Skilled
36853,White,Women,2007,Semi-Skilled
52001,White,Men,2015,Unskilled
48531,Minority,Women,2015,Unskilled
49602,Minority,Women,2015,Unskilled
29610,Minority,Men,2015,Semi-Skilled
71256,White,Men,2015,Unskilled
33737,Minority,Men,2007,Unskilled
11952,White,Men,2015,Skilled
24852,Minority,Men,2007,Semi-Skilled
46685,Minority,Men,2015,Unskilled
14526,Minority,Women,2007,Semi-Skilled
45944,Minority,Men,2015,Unskilled
80736,White,Women,2015,Unskilled
51713,Minority,Women,2015,Unskilled
17928,Minority,Men,2015,Semi-Skilled
68515,White,Women,2007,Unskilled
31775,White,Women,2015,Semi-Skilled
44381,White,Women,2015,Semi-Skilled
20987,Minority,Women,2015,Semi-Skilled
24194,White,Men,2007,Semi-Skilled
60527,White,Women,2007,Semi-Skilled
13662,White,Women,2015,Skilled
31335,White,Women,2015,Semi-Skilled
20576,Minority,Women,2015,Semi-Skilled
69833,White,Men,2015,Unskilled
22688,Minority,Women,2007,Unskilled
59810,White,Women,2007,Semi-Skilled
36952,Minority,Men,2015,Unskilled
32761,White,Women,2015,Semi-Skilled
57382,White,Men,2007,Semi-Skilled
31506,Minority,Women,2015,Semi-Skilled
21186,White,Women,2015,Skilled
26928,Minority,Men,2007,Semi-Skilled
37233,Minority,Men,2015,Unskilled
59174,White,Men,2007,Semi-Skilled
70090,White,Men,2015,Unskilled
33934,White,Men,2007,Semi-Skilled
1527,White,Men,2015,Skilled
10918,Minority,Men,2015,Semi-Skilled
9736,Minority,Men,2015,Semi-Skilled
13878,Minority,Men,2007,Semi-Skilled
45755,White,Women,2015,Semi-Skilled
70332,White,Men,2015,Unskilled
17534,White,Women,2007,Skilled
24785,White,Women,2007,Semi-Skilled
50390,Minority,Women,2015,Unskilled
19026,Minority,Women,2015,Semi-Skilled
69756,White,Men,2015,Unskilled
46258,Minority,Men,2015,Unskilled
12212,Minority,Women,2015,Semi-Skilled
31994,White,Women,2015,Semi-Skilled
62099,White,Men,2015,Semi-Skilled
23393,White,Men,2007,Semi-Skilled
82180,White,Women,2015,Unskilled
49883,White,Men,2007,Unskilled
50313,White,Men,2007,Unskilled
67753,White,Men,2007,Unskilled
6392,White,Women,2007,Skilled
28283,White,Men,2015,Semi-Skilled
52055,Minority,Women,2015,Unskilled
57399,White,Men,2007,Semi-Skilled
35107,White,Men,2007,Semi-Skilled
80297,White,Men,2015,Unskilled
66084,White,Men,2007,Unskilled
27130,White,Women,2007,Semi-Skilled
14565,Minority,Women,2007,Semi-Skilled
65865,White,Women,2015,Semi-Skilled
19494,White,Men,2015,Skilled
75746,White,Women,2007,Unskilled
18631,Minority,Women,2015,Semi-Skilled
40629,White,Women,2007,Semi-Skilled
39522,White,Women,2007,Semi-Skilled
29304,White,Men,2015,Semi-Skilled
18123,Minority,Women,2015,Semi-Skilled
4867,White,Men,2007,Skilled
16025,White,Men,2007,Skilled
8754,White,Men,2015,Skilled
2888,Minority,Men,2015,Skilled
50837,Minority,Women,2015,Unskilled
55283,White,Women,2015,Unskilled
59228,White,Men,2007,Semi-Skilled
19925,Minority,Women,2015,Semi-Skilled
52402,White,Men,2015,Unskilled
32880,Minority,Men,2007,Unskilled
22599,Minority,Women,2007,Unskilled
49971,Minority,Women,2015,Unskilled
23449,White,Men,2007,Semi-Skilled
35738,White,Women,2007,Semi-Skilled
52201,White,Men,2015,Unskilled
8279,White,Women,2007,Skilled
60988,White,Men,2015,Semi-Skilled
76808,White,Women,2007,Unskilled
12789,Minority,Women,2015,Semi-Skilled
50803,Minority,Women,2015,Unskilled
27333,Minority,Women,2007,Semi-Skilled
16093,White,Men,2007,Skilled
63516,White,Men,2015,Semi-Skilled
6920,Minority,Men,2007,Semi-Skilled
71008,White,Men,2015,Unskilled
15646,Minority,Women,2007,Semi-Skilled
84,Minority,Men,2007,Skilled
65573,White,Women,2015,Semi-Skilled
66378,White,Men,2007,Unskilled
70355,White,Men,2015,Unskilled
12689,Minority,Women,2015,Semi-Skilled
56648,White,Men,2007,Semi-Skilled
41246,White,Men,2015,Semi-Skilled
16710,Minority,Women,2007,Semi-Skilled
41711,White,Men,2015,Semi-Skilled
15844,Minority,Women,2007,Semi-Skilled
80000,White,Men,2015,Unskilled
35227,White,Men,2007,Semi-Skilled
42456,White,Men,2015,Semi-Skilled
28854,Minority,Men,2015,Semi-Skilled
23762,White,Men,2007,Semi-Skilled
53324,White,Men,2015,Unskilled
18598,White,Men,2015,Skilled
28231,White,Men,2015,Semi-Skilled
45144,Minority,Women,2007,Unskilled
52131,Minority,Women,2015,Unskilled
65371,White,Women,2015,Semi-Skilled
79588,White,Men,2015,Unskilled
81466,White,Women,2015,Unskilled
52699,White,Men,2015,Unskilled
22526,Minority,Men,2007,Unskilled
68285,White,Men,2007,Unskilled
24031,Minority,Men,2015,Unskilled
6018,White,Men,2007,Skilled
41283,White,Men,2015,Semi-Skilled
58926,White,Men,2007,Semi-Skilled
24024,Minority,Men,2015,Unskilled
28781,White,Men,2015,Semi-Skilled
23066,White,Men,2007,Semi-Skilled
77983,White,Women,2007,Unskilled
83437,White,Women,2015,Unskilled
49145,Minority,Women,2015,Unskilled
76405,White,Women,2007,Unskilled
52047,Minority,Women,2015,Unskilled
15632,Minority,Women,2007,Semi-Skilled
33520,White,Women,2015,Semi-Skilled
83484,White,Women,2015,Unskilled
18199,White,Men,2015,Skilled
48197,Minority,Men,2015,Unskilled
78784,White,Men,2015,Unskilled
64522,White,Men,2015,Semi-Skilled
8012,White,Women,2007,Skilled
45456,White,Women,2015,Semi-Skilled
1970,White,Men,2015,Skilled
83665,White,Women,2015,Unskilled
39504,Minority,Women,2015,Unskilled
4766,White,Men,2007,Skilled
10414,Minority,Men,2015,Semi-Skilled
19074,White,Men,2015,Skilled
7129,Minority,Men,2007,Semi-Skilled
8,Minority,Men,2007,Skilled
14562,White,Women,2015,Skilled
81566,White,Women,2015,Unskilled
20140,Minority,Women,2015,Semi-Skilled
754,Minority,Men,2007,Skilled
63125,White,Men,2015,Semi-Skilled
70626,White,Men,2015,Unskilled
59150,White,Men,2007,Semi-Skilled
48645,Minority,Women,2015,Unskilled
19046,Minority,Women,2015,Semi-Skilled
3558,White,Men,2007,Skilled
77311,White,Women,2007,Unskilled
28257,White,Men,2015,Semi-Skilled
62909,White,Men,2015,Semi-Skilled
70177,White,Men,2015,Unskilled
3402,White,Men,2007,Skilled
66162,White,Men,2007,Unskilled
45118,White,Women,2015,Semi-Skilled
47586,Minority,Men,2015,Unskilled
47266,White,Women,2015,Semi-Skilled
17412,White,Women,2007,Skilled
76010,White,Women,2007,Unskilled
35539,White,Women,2007,Semi-Skilled
3738,White,Men,2007,Skilled
76395,White,Women,2007,Unskilled
47531,Minority,Men,2015,Unskilled
24065,White,Men,2007,Semi-Skilled
18389,Minority,Women,2015,Semi-Skilled
80409,White,Men,2015,Unskilled
47790,White,Women,2015,Semi-Skilled
16495,White,Women,2007,Skilled
67030,White,Men,2007,Unskilled
50312,Minority,Women,2015,Unskilled
8436,Minority,Women,2007,Semi-Skilled
6233,White,Men,2007,Skilled
32391,Minority,Men,2007,Unskilled
20010,White,Women,2015,Skilled
50942,Minority,Women,2015,Unskilled
80874,White,Women,2015,Unskilled
27411,White,Women,2007,Semi-Skilled
43230,White,Women,2015,Semi-Skilled
57521,White,Men,2007,Semi-Skilled
9440,White,Men,2015,Skilled
42090,White,Men,2015,Semi-Skilled
52034,Minority,Women,2015,Unskilled
36419,Minority,Men,2015,Unskilled
27534,Minority,Women,2007,Semi-Skilled
26066,Minority,Men,2007,Semi-Skilled
18334,Minority,Women,2015,Semi-Skilled
46393,Minority,Men,2015,Unskilled
36054,Minority,Men,2015,Unskilled
27543,White,Women,2007,Semi-Skilled
39360,Minority,Women,2015,Unskilled
40420,White,Women,2007,Semi-Skilled
54139,White,Men,2015,Unskilled
29917,Minority,Men,2015,Semi-Skilled
1821,Minority,Men,2015,Skilled
34441,White,Men,2007,Semi-Skilled
80669,White,Women,2015,Unskilled
49530,White,Men,2007,Unskilled
68329,White,Women,2007,Unskilled
69491,White,Men,2015,Unskilled
15037,White,Men,2007,Skilled
7703,White,Women,2007,Skilled
42886,White,Men,2015,Semi-Skilled
23703,Minority,Men,2015,Unskilled
62683,White,Men,2015,Semi-Skilled
56566,White,Men,2007,Semi-Skilled
39419,White,Women,2007,Semi-Skilled
8896,White,Men,2015,Skilled
38595,White,Women,2007,Semi-Skilled
82555,White,Women,2015,Unskilled
23685,Minority,Men,2015,Unskilled
55307,White,Women,2015,Unskilled
6908,White,Women,2007,Skilled
45120,White,Women,2015,Semi-Skilled
38836,White,Women,2007,Semi-Skilled
24253,White,Men,2007,Semi-Skilled
43184,Minority,Women,2007,Unskilled
23975,Minority,Men,2015,Unskilled
41661,Minority,Men,2007,Unskilled
22134,White,Men,2007,Semi-Skilled
43792,Minority,Women,2007,Unskilled
48453,White,Men,2007,Unskilled
10793,White,Men,2015,Skilled
39232,White,Women,2007,Semi-Skilled
32502,Minority,Men,2007,Unskilled
67220,White,Men,2007,Unskilled
75775,White,Women,2007,Unskilled
32962,Minority,Men,2007,Unskilled
7514,White,Women,2007,Skilled
6,Minority,Men,2007,Skilled
27923,Minority,Women,2007,Semi-Skilled
33984,White,Men,2007,Semi-Skilled
24459,Minority,Men,2007,Semi-Skilled
18587,Minority,Women,2015,Semi-Skilled
502,White,Men,2007,Skilled
10177,White,Men,2015,Skilled
25969,White,Women,2007,Semi-Skilled
31894,White,Women,2015,Semi-Skilled
50968,White,Men,2007,Unskilled
79630,White,Men,2015,Unskilled
62374,White,Men,2015,Semi-Skilled
69589,White,Men,2015,Unskilled
67016,White,Men,2007,Unskilled
24179,Minority,Women,2015,Unskilled
11415,Minority,Women,2015,Semi-Skilled
11900,White,Men,2015,Skilled
4156,White,Men,2007,Skilled
31965,White,Women,2015,Semi-Skilled
55363,White,Men,2007,Semi-Skilled
30400,Minority,Men,2015,Semi-Skilled
48274,Minority,Men,2015,Unskilled
11262,Minority,Women,2015,Semi-Skilled
41869,White,Men,2015,Semi-Skilled
50787,White,Men,2007,Unskilled
51821,Minority,Women,2015,Unskilled
12562,White,Women,2015,Skilled
49252,White,Men,2007,Unskilled
30189,Minority,Men,2015,Semi-Skilled
14422,White,Women,2015,Skilled
61966,White,Men,2015,Semi-Skilled
22529,Minority,Men,2007,Unskilled
81359,White,Women,2015,Unskilled
34309,White,Men,2007,Semi-Skilled
67386,White,Men,2007,Unskilled
3510,Minority,Women,2015,Skilled
52663,Minority,Women,2015,Unskilled
18127,Minority,Women,2015,Semi-Skilled
14473,White,Women,2015,Skilled
46936,Minority,Men,2015,Unskilled
13967,White,Women,2015,Skilled
34991,White,Men,2007,Semi-Skilled
80715,White,Women,2015,Unskilled
3688,White,Men,2007,Skilled
21314,Minority,Men,2007,Unskilled
26218,Minority,Men,2007,Semi-Skilled
14776,Minority,Women,2007,Semi-Skilled
43022,Minority,Women,2007,Unskilled
11537,White,Men,2015,Skilled
76561,White,Women,2007,Unskilled
25391,Minority,Men,2007,Semi-Skilled
61484,White,Men,2015,Semi-Skilled
46,Minority,Men,2007,Skilled
33522,Minority,Men,2007,Unskilled
56082,White,Men,2007,Semi-Skilled
10114,White,Men,2015,Skilled
22010,White,Men,2007,Semi-Skilled
29878,Minority,Men,2015,Semi-Skilled
28167,White,Men,2015,Semi-Skilled
28971,White,Men,2015,Semi-Skilled
13517,Minority,Men,2007,Semi-Skilled
20817,White,Women,2015,Skilled
32083,Minority,Men,2007,Unskilled
29517,White,Men,2015,Semi-Skilled
83249,White,Women,2015,Unskilled
35648,White,Women,2007,Semi-Skilled
81120,White,Women,2015,Unskilled
1338,White,Men,2015,Skilled
59377,White,Men,2007,Semi-Skilled
76963,White,Women,2007,Unskilled
77273,White,Women,2007,Unskilled
32297,White,Women,2015,Semi-Skilled
66974,White,Men,2007,Unskilled
24336,White,Men,2007,Semi-Skilled
45372,Minority,Women,2007,Unskilled
56497,White,Men,2007,Semi-Skilled
25664,Minority,Men,2007,Semi-Skilled
28815,White,Men,2015,Semi-Skilled
47069,Minority,Men,2015,Unskilled
74050,White,Men,2007,Unskilled
49735,White,Men,2007,Unskilled
39997,White,Women,2007,Semi-Skilled
52617,Minority,Women,2015,Unskilled
23564,White,Men,2007,Semi-Skilled
49309,White,Men,2007,Unskilled
39994,White,Women,2007,Semi-Skilled
32271,Minority,Men,2007,Unskilled
11825,White,Men,2015,Skilled
22731,Minority,Women,2007,Unskilled
32622,White,Women,2015,Semi-Skilled
23229,Minority,Men,2015,Unskilled
76607,White,Women,2007,Unskilled
52302,White,Men,2015,Unskilled
70037,White,Men,2015,Unskilled
64702,White,Men,2015,Semi-Skilled
17034,Minority,Men,2015,Semi-Skilled
82067,White,Women,2015,Unskilled
60772,White,Women,2007,Semi-Skilled
7969,Minority,Women,2007,Semi-Skilled
24832,White,Women,2007,Semi-Skilled
48159,Minority,Men,2015,Unskilled
14503,White,Women,2015,Skilled
44031,White,Women,2015,Semi-Skilled
44592,White,Women,2015,Semi-Skilled
27260,Minority,Women,2007,Semi-Skilled
52251,White,Men,2015,Unskilled
6628,Minority,Women,2015,Skilled
32750,Minority,Men,2007,Unskilled
37999,White,Women,2007,Semi-Skilled
75534,White,Women,2007,Unskilled
18971,White,Men,2015,Skilled
47512,White,Women,2015,Semi-Skilled
32535,White,Women,2015,Semi-Skilled
14244,White,Women,2015,Skilled
77044,White,Women,2007,Unskilled
42163,Minority,Men,2007,Unskilled
30887,Minority,Women,2015,Semi-Skilled
46891,Minority,Men,2015,Unskilled
73031,White,Men,2007,Unskilled
5963,White,Men,2007,Skilled
28502,White,Men,2015,Semi-Skilled
3222,White,Men,2007,Skilled
12639,White,Women,2015,Skilled
12747,White,Women,2015,Skilled
3257,Minority,Women,2015,Skilled
49422,White,Men,2007,Unskilled
32805,Minority,Men,2007,Unskilled
21040,White,Women,2015,Skilled
66833,White,Men,2007,Unskilled
42743,White,Men,2015,Semi-Skilled
70818,White,Men,2015,Unskilled
82105,White,Women,2015,Unskilled
40024,White,Women,2007,Semi-Skilled
36601,Minority,Men,2015,Unskilled
65241,White,Women,2015,Semi-Skilled
44900,Minority,Women,2007,Unskilled
1856,White,Men,2015,Skilled
33519,Minority,Men,2007,Unskilled
24031,White,Men,2007,Semi-Skilled
71714,White,Women,2015,Unskilled
80208,White,Men,2015,Unskilled
18405,Minority,Women,2015,Semi-Skilled
61119,White,Men,2015,Semi-Skilled
16075,Minority,Women,2007,Semi-Skilled
68387,White,Women,2007,Unskilled
75191,White,Women,2007,Unskilled
8634,White,Men,2015,Skilled
51376,White,Men,2007,Unskilled
17783,Minority,Men,2015,Semi-Skilled
58719,White,Men,2007,Semi-Skilled
26255,White,Women,2007,Semi-Skilled
8013,White,Women,2007,Skilled
31971,Minority,Men,2007,Unskilled
14527,Minority,Women,2007,Semi-Skilled
45583,White,Women,2015,Semi-Skilled
31387,Minority,Women,2015,Semi-Skilled
30919,Minority,Women,2015,Semi-Skilled
69256,White,Women,2007,Unskilled
69516,White,Men,2015,Unskilled
31715,White,Women,2015,Semi-Skilled
72204,White,Men,2007,Unskilled
453,Minority,Men,2007,Skilled
30244,White,Men,2015,Semi-Skilled
2893,Minority,Men,2015,Skilled
63559,White,Men,2015,Semi-Skilled
31868,White,Women,2015,Semi-Skilled
63272,White,Men,2015,Semi-Skilled
16028,Minority,Women,2007,Semi-Skilled
30138,Minority,Men,2015,Semi-Skilled
33845,Minority,Men,2007,Unskilled
58825,White,Men,2007,Semi-Skilled
31581,Minority,Women,2015,Semi-Skilled
54479,White,Men,2015,Unskilled
38148,Minority,Men,2015,Unskilled
81021,White,Women,2015,Unskilled
47753,White,Women,2015,Semi-Skilled
24754,White,Women,2007,Semi-Skilled
35346,White,Men,2007,Semi-Skilled
493,White,Men,2007,Skilled
23858,Minority,Men,2015,Unskilled
68534,White,Women,2007,Unskilled
2341,Minority,Men,2015,Skilled
64791,White,Men,2015,Semi-Skilled
73810,White,Men,2007,Unskilled
19032,Minority,Women,2015,Semi-Skilled
52571,Minority,Women,2015,Unskilled
19278,Minority,Women,2015,Semi-Skilled
24291,Minority,Women,2015,Unskilled
23773,White,Men,2007,Semi-Skilled
18262,White,Men,2015,Skilled
9523,White,Men,2015,Skilled
47968,White,Women,2015,Semi-Skilled
21704,Minority,Men,2007,Unskilled
37304,White,Women,2007,Semi-Skilled
20922,Minority,Women,2015,Semi-Skilled
21748,White,Men,2007,Semi-Skilled
63085,White,Men,2015,Semi-Skilled
2288,Minority,Men,2015,Skilled
28743,Minority,Men,2015,Semi-Skilled
70609,White,Men,2015,Unskilled
29895,White,Men,2015,Semi-Skilled
48269,White,Men,2007,Unskilled
46369,White,Women,2015,Semi-Skilled
48508,White,Men,2007,Unskilled
8692,Minority,Women,2007,Semi-Skilled
34665,Minority,Women,2007,Unskilled
79986,White,Men,2015,Unskilled
61292,White,Men,2015,Semi-Skilled
51993,Minority,Women,2015,Unskilled
8579,White,Men,2015,Skilled
30152,Minority,Men,2015,Semi-Skilled
83089,White,Women,2015,Unskilled
49770,Minority,Women,2015,Unskilled
16801,White,Women,2007,Skilled
22255,Minority,Men,2007,Unskilled
35429,White,Women,2007,Semi-Skilled
62569,White,Men,2015,Semi-Skilled
2032,White,Men,2015,Skilled
24321,Minority,Men,2007,Semi-Skilled
35803,Minority,Women,2007,Unskilled
28470,White,Men,2015,Semi-Skilled
34641,White,Men,2007,Semi-Skilled
32101,White,Women,2015,Semi-Skilled
36350,Minority,Men,2015,Unskilled
42270,Minority,Women,2007,Unskilled
12979,Minority,Women,2015,Semi-Skilled
68105,White,Men,2007,Unskilled
29275,White,Men,2015,Semi-Skilled
17901,White,Women,2007,Skilled
61250,White,Men,2015,Semi-Skilled
45192,Minority,Women,2007,Unskilled
31500,White,Women,2015,Semi-Skilled
34848,White,Men,2007,Semi-Skilled
16081,White,Men,2007,Skilled
20005,Minority,Women,2015,Semi-Skilled
2589,Minority,Men,2015,Skilled
26721,Minority,Men,2007,Semi-Skilled
27136,Minority,Women,2007,Semi-Skilled
48317,Minority,Men,2015,Unskilled
10816,White,Men,2015,Skilled
1289,White,Women,2007,Skilled
15942,White,Men,2007,Skilled
49153,Minority,Women,2015,Unskilled
27862,Minority,Women,2007,Semi-Skilled
23515,Minority,Men,2015,Unskilled
7284,White,Women,2007,Skilled
71097,White,Men,2015,Unskilled
989,Minority,Men,2007,Skilled
11977,White,Men,2015,Skilled
34113,White,Men,2007,Semi-Skilled
49821,Minority,Women,2015,Unskilled
1265,Minority,Women,2007,Skilled
1863,Minority,Men,2015,Skilled
10137,Minority,Men,2015,Semi-Skilled
46195,Minority,Men,2015,Unskilled
66244,White,Men,2007,Unskilled
83094,White,Women,2015,Unskilled
8009,Minority,Women,2007,Semi-Skilled
32357,Minority,Men,2007,Unskilled
26197,White,Women,2007,Semi-Skilled
11209,White,Men,2015,Skilled
26603,White,Women,2007,Semi-Skilled
65564,White,Women,2015,Semi-Skilled
65835,White,Women,2015,Semi-Skilled
30636,White,Men,2015,Semi-Skilled
21641,White,Men,2007,Semi-Skilled
71913,White,Women,2015,Unskilled
28544,Minority,Men,2015,Semi-Skilled
50252,Minority,Women,2015,Unskilled
40000,Minority,Men,2007,Unskilled
2184,Minority,Men,2015,Skilled
35121,White,Men,2007,Semi-Skilled
58628,White,Men,2007,Semi-Skilled
43219,White,Women,2015,Semi-Skilled
61596,White,Men,2015,Semi-Skilled
51911,Minority,Women,2015,Unskilled
62632,White,Men,2015,Semi-Skilled
5953,Minority,Women,2015,Skilled
3059,Minority,Women,2015,Skilled
42574,Minority,Women,2007,Unskilled
1142,White,Women,2007,Skilled
27548,White,Women,2007,Semi-Skilled
47487,Minority,Men,2015,Unskilled
21656,Minority,Men,2007,Unskilled
53547,White,Men,2015,Unskilled
38591,White,Women,2007,Semi-Skilled
52649,White,Men,2015,Unskilled
50915,Minority,Women,2015,Unskilled
36872,White,Women,2007,Semi-Skilled
49604,Minority,Women,2015,Unskilled
32631,Minority,Men,2007,Unskilled
45296,Minority,Women,2007,Unskilled
5054,Minority,Women,2007,Skilled
70047,White,Men,2015,Unskilled
14869,White,Men,2007,Skilled
44671,Minority,Women,2007,Unskilled
27400,Minority,Women,2007,Semi-Skilled
28727,White,Men,2015,Semi-Skilled
3412,White,Men,2007,Skilled
69093,White,Women,2007,Unskilled
242,White,Men,2007,Skilled
14661,White,Women,2015,Skilled
48372,White,Men,2007,Unskilled
31909,White,Women,2015,Semi-Skilled
47176,Minority,Men,2015,Unskilled
